,City,Country,Latitude,Longitude,Max Temp.,Humidity,Wind Speed,Cloudiness,Date,Hemisphere
276,La Romana,DO,18.43,-68.97,78.8,94,4.7,75,1586396088,Northern Hemisphere
277,Okoneshnikovo,RU,54.84,75.08,32.45,78,17.85,0,1586396089,Northern Hemisphere
278,Souillac,MU,-20.52,57.52,77.0,88,5.82,40,1586396097,Southern Hemisphere
279,Codrington,AU,-38.27,141.97,65.79,60,4.23,0,1586396098,Southern Hemisphere
280,Huittinen,FI,61.18,22.7,41.0,80,6.93,90,1586396099,Northern Hemisphere
281,Mount Gambier,AU,-37.83,140.77,64.4,68,3.36,0,1586396100,Southern Hemisphere
282,Chicama,PE,-7.84,-79.15,75.09,70,8.32,91,1586396101,Southern Hemisphere
283,Norsup,VU,-16.07,167.38,80.83,81,16.89,25,1586396103,Southern Hemisphere
284,Cidreira,BR,-30.18,-50.21,63.59,77,14.29,62,1586396104,Southern Hemisphere
285,Kenai,US,60.55,-151.26,37.4,55,11.41,1,1586396105,Northern Hemisphere
286,Krasnosel'kup,RU,65.7,82.47,25.74,96,25.14,100,1586396108,Northern Hemisphere
287,São José da Coroa Grande,BR,-8.9,-35.15,79.99,73,3.78,87,1586396109,Southern Hemisphere
288,Kungälv,SE,57.87,11.98,46.0,87,8.05,90,1586396110,Northern Hemisphere
289,Taoudenni,ML,22.68,-3.98,78.48,16,14.94,0,1586396111,Northern Hemisphere
290,Avilés,ES,43.55,-5.92,55.0,93,4.7,90,1586396112,Northern Hemisphere
291,Shenjiamen,CN,29.96,122.3,56.59,79,8.55,32,1586396113,Northern Hemisphere
292,Batagay-Alyta,RU,67.8,130.41,28.26,82,5.59,100,1586396114,Northern Hemisphere
293,Khor,RU,47.89,134.95,46.09,46,10.02,98,1586396115,Northern Hemisphere
294,Kamuli,UG,0.95,33.12,64.74,71,1.63,3,1586396116,Northern Hemisphere
295,Tigil',RU,57.8,158.67,26.01,91,5.64,89,1586396117,Northern Hemisphere
296,Makakilo City,US,21.35,-158.09,78.8,94,9.17,90,1586396118,Northern Hemisphere
297,Mayahi,NE,13.96,7.67,81.43,14,9.44,27,1586396120,Northern Hemisphere
298,Sakakah,SA,29.97,40.21,64.4,23,9.17,0,1586396121,Northern Hemisphere
299,Bagdarin,RU,54.43,113.6,46.27,37,1.83,0,1586396122,Northern Hemisphere
300,Nouadhibou,MR,20.93,-17.03,66.2,82,19.46,0,1586396123,Northern Hemisphere
301,Esim,GH,4.87,-2.24,80.55,84,5.46,30,1586396124,Northern Hemisphere
302,Yangi Marg`ilon,UZ,40.43,71.72,42.8,41,27.51,75,1586396125,Northern Hemisphere
303,Moussoro,TD,13.64,16.49,82.74,13,15.68,87,1586396127,Northern Hemisphere
304,Chui,UY,-33.7,-53.46,58.5,83,10.96,42,1586396128,Southern Hemisphere
305,Mendi,PG,-6.18,143.65,64.85,51,2.84,68,1586396129,Southern Hemisphere
306,Mareeba,AU,-17.0,145.43,87.01,62,19.46,75,1586396130,Southern Hemisphere
307,Lishu,CN,43.3,124.33,49.14,44,10.94,58,1586396131,Northern Hemisphere
308,El Rosario,MX,24.26,-107.18,78.8,54,3.36,90,1586396133,Northern Hemisphere
309,Leh,IN,34.17,77.58,21.38,25,2.82,0,1586396134,Northern Hemisphere
310,Eganville,CA,45.53,-77.1,39.2,80,3.36,90,1586396135,Northern Hemisphere
311,Caravelas,BR,-17.71,-39.25,77.76,87,15.5,98,1586396136,Southern Hemisphere
312,Kiryat Gat,IL,31.61,34.76,55.4,76,3.36,0,1586396137,Northern Hemisphere
313,Nola,IT,40.92,14.53,55.99,71,4.7,0,1586396080,Northern Hemisphere
314,Iskateley,RU,67.68,53.15,30.16,98,12.37,100,1586396139,Northern Hemisphere
315,Zeya,RU,53.75,127.27,43.47,54,4.5,0,1586396140,Northern Hemisphere
316,Poum,NC,-20.23,164.02,78.31,80,18.16,1,1586396141,Southern Hemisphere
317,Mehamn,NO,71.04,27.85,24.22,94,27.54,100,1586396142,Northern Hemisphere
318,Iqaluit,CA,63.75,-68.51,5.0,84,1.48,5,1586396141,Northern Hemisphere
319,Chul'man,RU,56.85,124.91,31.91,70,1.86,0,1586396145,Northern Hemisphere
320,Kristinestad,FI,62.27,21.38,36.52,82,15.32,37,1586396146,Northern Hemisphere
321,Baghdad,IQ,33.34,44.4,69.8,56,6.93,100,1586396147,Northern Hemisphere
322,Berwick,US,41.05,-76.23,55.99,53,1.43,1,1586396148,Northern Hemisphere
323,Yibin,CN,28.77,104.62,69.75,53,2.39,88,1586396149,Northern Hemisphere
324,Porto Belo,BR,-27.16,-48.55,66.2,82,3.36,0,1586396150,Southern Hemisphere
325,Pochutla,MX,15.74,-96.47,82.18,65,8.14,0,1586396151,Northern Hemisphere
326,Guerrero Negro,MX,27.98,-114.06,60.51,66,14.63,100,1586396152,Northern Hemisphere
327,Vao,NC,-22.67,167.48,75.54,70,16.53,17,1586396154,Southern Hemisphere
328,Ilfracombe,GB,51.21,-4.11,57.0,76,4.7,71,1586396155,Northern Hemisphere
329,Pitimbu,BR,-7.47,-34.81,78.8,88,4.7,34,1586396156,Southern Hemisphere
330,Sennoy,RU,52.15,46.96,41.77,86,6.69,9,1586396157,Northern Hemisphere
331,Faya,SA,18.39,42.45,64.4,59,2.37,50,1586396159,Northern Hemisphere
332,Kiunga,PG,-6.12,141.29,77.92,88,1.68,99,1586396160,Southern Hemisphere
333,Lompoc,US,34.64,-120.46,55.4,71,5.82,90,1586396161,Northern Hemisphere
334,Asău,RO,46.43,26.4,45.0,55,2.24,0,1586396162,Northern Hemisphere
335,Pangnirtung,CA,66.15,-65.71,11.03,78,3.69,0,1586396163,Northern Hemisphere
336,Antofagasta,CL,-23.65,-70.4,68.0,72,6.93,90,1586396154,Southern Hemisphere
337,Cherskiy,RU,68.75,161.3,0.43,92,11.45,83,1586396165,Northern Hemisphere
338,Oranjestad,AW,12.52,-70.03,82.4,78,17.22,40,1586396026,Northern Hemisphere
339,Pargas,FI,60.31,22.3,45.0,83,9.17,100,1586396167,Northern Hemisphere
340,Aswān,EG,24.09,32.91,66.2,24,13.87,30,1586396168,Northern Hemisphere
341,Pyapon,MM,16.28,95.68,88.11,51,4.43,36,1586396169,Northern Hemisphere
342,Gushikawa,JP,26.35,127.87,69.8,72,11.41,90,1586396171,Northern Hemisphere
343,Marystown,CA,47.17,-55.15,30.74,94,15.99,92,1586396173,Northern Hemisphere
344,Turka,UA,49.15,23.03,46.99,43,1.01,0,1586396174,Northern Hemisphere
345,Fort-Shevchenko,KZ,44.51,50.26,43.05,64,23.38,0,1586396175,Northern Hemisphere
346,Broome,US,42.25,-75.83,48.0,70,3.36,1,1586396176,Northern Hemisphere
347,Buta,CD,2.79,24.73,71.04,86,0.89,100,1586396177,Northern Hemisphere
348,Songea,TZ,-10.68,35.65,68.0,100,4.7,75,1586396178,Southern Hemisphere
349,Kupang,ID,-10.17,123.58,87.8,66,4.7,20,1586396179,Southern Hemisphere
350,Grindavik,IS,63.84,-22.43,30.2,92,8.05,40,1586396180,Northern Hemisphere
351,Nanortalik,GL,60.14,-45.24,31.51,90,10.47,100,1586396181,Northern Hemisphere
352,Tagusao,PH,9.19,117.81,85.08,59,5.37,1,1586396182,Northern Hemisphere
353,Lyubashivka,UA,47.84,30.26,44.29,80,6.15,0,1586396184,Northern Hemisphere
354,Kahului,US,20.89,-156.47,84.2,48,10.29,20,1586396185,Northern Hemisphere
355,Philadelphia,US,39.95,-75.16,63.0,81,9.17,20,1586395964,Northern Hemisphere
356,Bathsheba,BB,13.22,-59.52,78.8,74,16.11,75,1586396152,Northern Hemisphere
357,Kyshtovka,RU,56.55,76.63,30.47,86,20.2,62,1586396195,Northern Hemisphere
358,Evensk,RU,61.95,159.23,23.65,88,1.57,42,1586396196,Northern Hemisphere
359,Nizhniy Ingash,RU,56.2,96.53,37.4,80,6.82,100,1586396198,Northern Hemisphere
360,Galich,RU,58.38,42.35,32.83,91,5.08,4,1586396199,Northern Hemisphere
361,Hyères,FR,43.12,6.12,52.0,75,1.12,0,1586396200,Northern Hemisphere
362,Arica,CL,-18.48,-70.3,71.6,73,3.36,40,1586396201,Southern Hemisphere
363,Praia,CV,14.92,-23.51,77.0,50,12.75,0,1586396202,Northern Hemisphere
364,Rypefjord,NO,70.63,23.67,28.4,74,19.46,100,1586396210,Northern Hemisphere
365,Laguna,US,38.42,-121.42,66.0,67,3.36,1,1586396211,Northern Hemisphere
366,Havelock,US,34.88,-76.9,73.4,73,8.05,75,1586395998,Northern Hemisphere
367,Sisimiut,GL,66.94,-53.67,19.76,81,7.65,0,1586396213,Northern Hemisphere
368,Cockburn Town,TC,21.46,-71.14,77.05,72,10.76,67,1586396149,Northern Hemisphere
369,Micheweni,TZ,-4.97,39.83,83.66,75,9.19,32,1586396215,Southern Hemisphere
370,Nizhniy Odes,RU,63.64,54.86,28.6,97,10.2,97,1586396216,Northern Hemisphere
371,Labuhan,ID,-6.88,112.21,86.59,65,4.56,67,1586396218,Southern Hemisphere
372,Stará Turá,SK,48.78,17.69,43.0,56,5.82,0,1586396219,Northern Hemisphere
373,Mayo,US,38.89,-76.51,66.99,67,5.06,1,1586396220,Northern Hemisphere
374,Port Pirie,AU,-33.18,138.02,68.0,52,3.36,0,1586396221,Southern Hemisphere
375,Nemuro,JP,43.32,145.57,30.2,86,10.29,75,1586396222,Northern Hemisphere
376,Chibuto,MZ,-24.69,33.53,68.05,79,4.74,81,1586396223,Southern Hemisphere
377,Ternate,ID,0.8,127.4,85.35,64,8.1,0,1586396224,Northern Hemisphere
378,Salina,US,38.84,-97.61,64.99,36,24.16,1,1586396106,Northern Hemisphere
379,Chapais,CA,49.78,-74.85,26.6,42,5.82,75,1586396226,Northern Hemisphere
380,Bull Savanna,JM,17.89,-77.59,73.94,78,2.51,1,1586396229,Northern Hemisphere
381,Hoi An,VN,15.88,108.33,80.6,69,1.12,75,1586396166,Northern Hemisphere
382,Viedma,AR,-40.81,-63.0,56.07,63,12.37,0,1586396231,Southern Hemisphere
383,Tashtyp,RU,52.79,89.9,40.73,69,5.3,100,1586396233,Northern Hemisphere
384,Nizwá,OM,22.93,57.53,82.04,22,1.68,0,1586396234,Northern Hemisphere
385,Ancud,CL,-41.87,-73.82,51.8,87,3.36,0,1586396235,Southern Hemisphere
386,La Ronge,CA,55.1,-105.28,21.2,57,11.41,75,1586396167,Northern Hemisphere
387,Sturgeon Falls,CA,46.36,-79.93,39.0,100,4.7,75,1586396237,Northern Hemisphere
388,Izberbash,RU,42.57,47.86,37.0,61,4.47,20,1586396238,Northern Hemisphere
389,Los Alamos,US,35.89,-106.31,68.0,13,11.41,1,1586396239,Northern Hemisphere
390,Ginda,IN,30.69,78.49,61.18,16,2.1,24,1586396240,Northern Hemisphere
391,Hailey,US,43.52,-114.32,36.99,38,7.96,37,1586396242,Northern Hemisphere
392,Jalu,LY,29.03,21.55,58.35,54,7.9,71,1586396243,Northern Hemisphere
393,Donghai,CN,22.95,115.64,75.94,45,4.61,14,1586396244,Northern Hemisphere
394,Kungurtug,RU,50.6,97.52,40.73,38,3.69,2,1586396246,Northern Hemisphere
395,Qarqīn,AF,37.42,66.04,41.14,60,15.95,42,1586396247,Northern Hemisphere
396,Isangel,VU,-19.55,169.27,84.2,66,11.41,40,1586396170,Southern Hemisphere
397,Tual,ID,-5.67,132.75,83.41,72,6.93,90,1586396249,Southern Hemisphere
398,Kysyl-Syr,RU,63.9,122.76,33.75,94,7.25,96,1586396250,Northern Hemisphere
399,Batemans Bay,AU,-35.72,150.18,69.01,79,5.84,62,1586396177,Southern Hemisphere
400,Teófilo Otoni,BR,-17.86,-41.51,70.83,84,4.88,100,1586396252,Southern Hemisphere
401,Soyo,AO,-6.13,12.37,78.6,87,5.55,51,1586396257,Southern Hemisphere
402,Nantucket,US,41.28,-70.1,42.8,93,7.56,1,1586396258,Northern Hemisphere
403,Laranjeiras do Sul,BR,-25.41,-52.42,47.5,62,3.0,29,1586396259,Southern Hemisphere
404,São João da Barra,BR,-21.64,-41.05,70.32,89,8.68,99,1586396260,Southern Hemisphere
405,Jieshi,CN,22.81,115.83,73.51,49,8.97,20,1586396261,Northern Hemisphere
406,Juba,SS,4.85,31.58,79.81,47,3.49,100,1586396262,Northern Hemisphere
407,Kampene,CD,-3.6,26.67,69.24,79,1.66,98,1586396263,Southern Hemisphere
408,Boyuibe,BO,-20.42,-63.28,58.12,47,4.85,13,1586396265,Southern Hemisphere
409,Siavonga,ZM,-16.54,28.71,73.29,64,4.63,99,1586396267,Southern Hemisphere
410,Klaksvík,FO,62.23,-6.59,35.6,69,5.82,89,1586396147,Northern Hemisphere
411,Kuznechnoye,RU,61.12,29.87,41.0,75,11.45,100,1586396269,Northern Hemisphere
412,Ballinasloe,IE,53.33,-8.22,44.83,92,4.14,100,1586396270,Northern Hemisphere
413,Aljezur,PT,37.32,-8.8,62.01,81,3.42,98,1586396271,Northern Hemisphere
414,Quesnel,CA,53.0,-122.5,51.8,25,6.93,90,1586396272,Northern Hemisphere
415,Mayumba,GA,-3.43,10.66,79.38,87,3.98,92,1586396273,Southern Hemisphere
416,Lodwar,KE,3.12,35.6,82.99,43,9.89,24,1586396275,Northern Hemisphere
417,Neuquén,AR,-38.95,-68.06,66.2,48,2.24,0,1586396276,Southern Hemisphere
418,Semibratovo,RU,57.3,39.54,26.6,92,2.24,0,1586396277,Northern Hemisphere
419,São Raimundo Nonato,BR,-9.02,-42.7,75.83,71,2.51,69,1586396278,Southern Hemisphere
420,Madaba Governorate,JO,31.58,35.67,50.0,71,3.11,2,1586396279,Northern Hemisphere
421,Marrakesh,MA,31.63,-8.01,64.4,59,4.7,40,1586396214,Northern Hemisphere
422,Boddam,GB,57.47,-1.78,45.0,80,5.82,75,1586396281,Northern Hemisphere
423,Meulaboh,ID,4.14,96.13,84.65,69,2.89,100,1586396282,Northern Hemisphere
424,Caniço,PT,32.63,-16.85,68.0,82,2.24,75,1586396283,Northern Hemisphere
425,Skjervøy,NO,70.03,20.97,29.95,93,24.38,100,1586396284,Northern Hemisphere
426,Mogadishu,SO,2.04,45.34,82.18,78,9.1,29,1586396208,Northern Hemisphere
427,San Cristobal,VE,7.77,-72.22,71.01,61,2.01,66,1586396287,Northern Hemisphere
428,Avera,US,33.19,-82.53,77.0,88,5.82,1,1586396288,Northern Hemisphere
429,Grand Gaube,MU,-20.01,57.66,77.0,88,5.82,40,1586396289,Southern Hemisphere
430,Jining,CN,35.41,116.58,57.7,62,8.03,100,1586396291,Northern Hemisphere
431,Uvalde,US,29.37,-99.77,84.99,61,3.36,1,1586396263,Northern Hemisphere
432,Nishihara,JP,26.18,127.76,69.8,64,11.41,75,1586396293,Northern Hemisphere
433,Kastamonu Province,TR,41.5,33.67,31.91,63,1.72,0,1586396294,Northern Hemisphere
434,Hervey Bay,AU,-25.3,152.85,78.8,57,13.87,40,1586396295,Southern Hemisphere
435,Preobrazheniye,RU,42.9,133.91,38.66,73,4.03,63,1586396296,Northern Hemisphere
436,Tautira,PF,-17.73,-149.15,89.6,59,11.41,85,1586396297,Southern Hemisphere
437,Pacho,CO,5.13,-74.16,59.0,77,3.36,40,1586396299,Northern Hemisphere
438,Kashgar,CN,39.45,75.98,57.2,14,11.18,20,1586396300,Northern Hemisphere
439,Port Hawkesbury,CA,45.62,-61.35,30.0,68,3.36,1,1586396301,Northern Hemisphere
440,Gimli,CA,50.63,-96.99,30.99,91,7.0,98,1586396303,Northern Hemisphere
441,Birmitrapur,IN,22.4,84.77,88.95,26,2.55,0,1586396304,Northern Hemisphere
442,Bafoulabé,ML,13.81,-10.83,81.57,14,3.62,0,1586396305,Northern Hemisphere
443,Beloha,MG,-25.17,45.05,71.38,81,12.17,63,1586396306,Southern Hemisphere
444,Shimanovsk,RU,52.0,127.7,43.25,51,9.53,0,1586396307,Northern Hemisphere
445,Sinnamary,GF,5.38,-52.95,79.59,79,12.3,100,1586396308,Northern Hemisphere
446,Kralendijk,BQ,12.15,-68.27,82.4,74,18.34,99,1586396309,Northern Hemisphere
447,Chalatenango,SV,14.03,-88.93,82.4,78,2.24,2,1586396310,Northern Hemisphere
448,Marsá Maţrūḩ,EG,31.35,27.25,53.6,76,13.09,0,1586396311,Northern Hemisphere
449,Arrondissement de Muret,FR,43.33,1.25,52.0,57,5.82,0,1586396312,Northern Hemisphere
450,Port Hedland,AU,-20.32,118.57,87.8,55,8.05,75,1586396313,Southern Hemisphere
451,Ixtapa,MX,20.7,-105.2,78.8,78,4.7,5,1586396314,Northern Hemisphere
452,Sanming,CN,26.25,117.62,78.75,44,1.07,0,1586396315,Northern Hemisphere
453,Dourbali,TD,11.81,15.86,81.27,14,6.51,95,1586396316,Northern Hemisphere
454,Houma,US,29.6,-90.72,79.0,88,4.7,90,1586396317,Northern Hemisphere
455,Córdoba,AR,-31.41,-64.18,61.0,66,6.93,17,1586396319,Southern Hemisphere
456,Port Keats,AU,-14.25,129.55,87.64,54,9.84,100,1586396320,Southern Hemisphere
457,Lodja,CD,-3.48,23.43,68.05,76,0.56,94,1586396321,Southern Hemisphere
458,Dombås,NO,62.07,9.12,20.77,86,8.88,48,1586396322,Northern Hemisphere
459,Gunnedah,AU,-30.98,150.25,71.6,60,11.41,100,1586396102,Southern Hemisphere
460,Merauke,ID,-8.47,140.33,83.75,74,8.03,99,1586396325,Southern Hemisphere
461,Brae,GB,60.4,-1.35,41.0,80,3.36,62,1586396326,Northern Hemisphere
462,Itarema,BR,-2.92,-39.92,78.24,89,5.79,100,1586396328,Southern Hemisphere
463,Corinth,GR,37.94,22.96,55.4,37,6.93,92,1586396120,Northern Hemisphere
464,Opuwo,NA,-18.06,13.84,65.55,28,3.87,10,1586396330,Southern Hemisphere
465,Bandarbeyla,SO,9.49,50.81,79.74,64,3.83,7,1586396174,Northern Hemisphere
466,Hasaki,JP,35.73,140.83,64.99,58,5.82,20,1586396166,Northern Hemisphere
467,Polyarny,RU,69.2,33.45,33.8,59,6.71,40,1586396333,Northern Hemisphere
468,Allanridge,ZA,-27.75,26.64,55.0,93,8.95,83,1586396335,Southern Hemisphere
469,Clifton,US,40.86,-74.16,55.0,81,12.75,1,1586396077,Northern Hemisphere
470,Harper,LR,4.38,-7.72,81.05,82,3.62,71,1586396337,Northern Hemisphere
471,Calvià,ES,39.57,2.51,55.99,71,5.82,15,1586396338,Northern Hemisphere
472,Antalaha,MG,-14.9,50.28,76.73,82,11.03,10,1586396339,Southern Hemisphere
473,Bulgan,MN,48.81,103.53,45.91,31,3.58,0,1586396340,Northern Hemisphere
474,Gejiu,CN,23.31,103.16,60.39,44,5.06,97,1586396341,Northern Hemisphere
475,Mbandaka,CD,0.05,18.26,70.0,87,2.08,100,1586396342,Northern Hemisphere
476,Santa Isabel Rio Negro,BR,-0.41,-65.02,73.13,97,0.94,100,1586396343,Southern Hemisphere
477,Huangnihe,CN,43.56,128.02,42.17,49,6.71,58,1586396344,Northern Hemisphere
478,Pangkalanbuun,ID,-2.68,111.62,85.01,67,3.53,94,1586396345,Southern Hemisphere
479,Skara,SE,58.39,13.44,46.4,81,5.82,47,1586396346,Northern Hemisphere
480,Pisco,PE,-13.7,-76.22,72.0,88,5.82,40,1586396347,Southern Hemisphere
481,Kaputa,ZM,-8.47,29.66,66.52,67,1.25,94,1586396348,Southern Hemisphere
482,Lagunas,PE,-5.23,-75.68,71.24,95,1.77,99,1586396350,Southern Hemisphere
483,Port Hardy,CA,50.7,-127.42,50.0,66,11.41,40,1586396351,Northern Hemisphere
484,Pechenga,RU,69.53,31.17,32.0,97,19.46,90,1586396352,Northern Hemisphere
485,Pevek,RU,69.7,170.31,4.26,93,11.12,100,1586396353,Northern Hemisphere
486,Palmer,US,42.16,-72.33,48.99,66,2.1,20,1586396354,Northern Hemisphere
487,Maumere,ID,-8.62,122.21,85.28,64,3.22,100,1586396357,Southern Hemisphere
488,Disraeli,CA,45.9,-71.35,41.0,38,4.7,75,1586396358,Northern Hemisphere
489,Rosetta,EG,31.4,30.42,59.0,77,6.93,40,1586396359,Northern Hemisphere
490,Flinders,AU,-34.58,150.86,73.99,93,8.05,75,1586396213,Southern Hemisphere
491,Comodoro Rivadavia,AR,-45.87,-67.5,64.4,52,1.12,0,1586396231,Southern Hemisphere
492,Takoradze,GH,4.88,-1.76,80.6,86,5.86,13,1586396223,Northern Hemisphere
493,Berlevåg,NO,70.86,29.09,26.49,94,30.85,100,1586396365,Northern Hemisphere
494,Kilindoni,TZ,-7.91,39.67,83.3,76,12.68,77,1586396366,Southern Hemisphere
495,Boa Vista,BR,2.82,-60.67,82.4,78,8.05,75,1586396367,Northern Hemisphere
496,Slave Lake,CA,55.28,-114.77,39.2,29,8.05,1,1586396368,Northern Hemisphere
497,Nhulunbuy,AU,-12.23,136.77,78.8,83,13.87,75,1586396369,Southern Hemisphere
498,Olafsvik,IS,64.89,-23.71,34.43,85,9.86,81,1586396371,Northern Hemisphere
499,Clyde River,CA,70.47,-68.59,3.2,91,3.36,1,1586396372,Northern Hemisphere
500,Singkang,MY,2.1,102.8,82.4,78,4.7,20,1586396374,Northern Hemisphere
501,Kargasok,RU,59.06,80.86,31.89,84,20.58,41,1586396375,Northern Hemisphere
502,Luanda,AO,-8.84,13.23,78.8,83,9.17,20,1586396376,Southern Hemisphere
503,Kjøpsvik,NO,68.1,16.37,37.0,95,21.92,90,1586396377,Northern Hemisphere
504,Yar-Sale,RU,66.83,70.83,15.71,96,19.8,100,1586396124,Northern Hemisphere
505,Lianzhou,CN,24.78,112.38,79.39,46,0.25,0,1586396379,Northern Hemisphere
506,Banda Aceh,ID,5.56,95.32,84.78,73,9.51,99,1586396380,Northern Hemisphere
507,Port-Gentil,GA,-0.72,8.78,80.26,85,4.25,100,1586396381,Southern Hemisphere
508,Garoowe,SO,8.41,48.48,73.18,66,8.19,0,1586396383,Northern Hemisphere
509,Zhangjiakou,CN,40.81,114.88,43.16,43,7.14,66,1586396163,Northern Hemisphere
510,Berbera,SO,10.44,45.01,82.04,71,1.34,6,1586396385,Northern Hemisphere
511,Sur,OM,22.57,59.53,82.45,45,4.14,0,1586396212,Northern Hemisphere
512,Bac Lieu,VN,9.29,105.72,86.79,63,11.61,92,1586396194,Northern Hemisphere
513,Pavlodar,KZ,52.3,76.95,26.6,86,6.71,79,1586396286,Northern Hemisphere
514,Kavaratti,IN,10.57,72.64,84.02,66,9.66,0,1586396390,Northern Hemisphere
515,Baijiantan,CN,45.63,85.18,63.14,40,10.8,16,1586396391,Northern Hemisphere
516,Goundam,ML,16.41,-3.67,79.09,13,10.71,0,1586396392,Northern Hemisphere
517,Nālūt,LY,30.33,10.85,54.14,46,11.88,0,1586396393,Northern Hemisphere
518,Ust'-Ishim,RU,57.69,71.17,29.28,92,14.2,100,1586396394,Northern Hemisphere
519,Sembakung,ID,3.82,117.25,85.44,71,0.2,39,1586396395,Northern Hemisphere
520,Matamoros,MX,25.53,-103.25,89.6,18,12.15,75,1586396396,Northern Hemisphere
521,Staryy Nadym,RU,65.61,72.68,17.89,96,19.01,96,1586396397,Northern Hemisphere
522,Inhambane,MZ,-23.86,35.38,73.47,73,15.68,39,1586396398,Southern Hemisphere
523,Shalinskoye,RU,55.72,93.76,34.84,79,5.57,100,1586396399,Northern Hemisphere
524,George,ZA,-33.96,22.46,51.8,81,2.24,35,1586396401,Southern Hemisphere
525,Alta Floresta,BR,-9.88,-56.09,74.57,84,1.19,100,1586396402,Southern Hemisphere
526,Mizque,BO,-17.94,-65.34,60.37,43,3.91,100,1586396403,Southern Hemisphere
527,Morant Bay,JM,17.88,-76.41,82.4,74,5.82,20,1586396404,Northern Hemisphere
528,Novoagansk,RU,61.94,76.66,25.18,95,19.35,100,1586396405,Northern Hemisphere
529,Tabou,CI,4.42,-7.35,80.51,83,3.62,55,1586396406,Northern Hemisphere
530,Wenzhou,CN,28.0,120.67,69.01,31,5.28,0,1586396408,Northern Hemisphere
531,Ilulissat,GL,69.22,-51.1,8.6,60,4.7,0,1586396409,Northern Hemisphere
532,Martapura,ID,-3.42,114.85,77.11,88,3.91,100,1586396410,Southern Hemisphere
533,Burnie,AU,-41.07,145.92,60.66,66,7.05,27,1586396411,Southern Hemisphere
534,Finschhafen,PG,-6.6,147.87,83.86,74,9.06,25,1586396412,Southern Hemisphere
535,Santa Luzia,BR,-19.77,-43.85,68.0,94,4.7,40,1586396413,Southern Hemisphere
536,Isabela,PH,6.71,121.97,86.0,70,4.7,20,1586396415,Northern Hemisphere
537,Haines Junction,CA,60.75,-137.51,26.64,81,4.05,53,1586396416,Northern Hemisphere
538,São Félix do Xingu,BR,-6.64,-51.99,74.17,84,0.36,100,1586396417,Southern Hemisphere
539,Abbotsford,CA,49.06,-122.25,60.8,41,9.17,20,1586396299,Northern Hemisphere
540,Payson,US,40.04,-111.73,66.0,45,14.99,1,1586396314,Northern Hemisphere
541,Broken Hill,AU,-31.95,141.43,64.4,52,5.82,0,1586396420,Southern Hemisphere
542,Esperance,AU,-33.87,121.9,77.0,36,21.92,0,1586396421,Southern Hemisphere
543,Jérémie,HT,18.65,-74.12,76.3,79,6.44,5,1586396422,Northern Hemisphere
544,Abhā,SA,18.22,42.51,60.8,59,1.3,29,1586396423,Northern Hemisphere
545,Zaraza,VE,9.35,-65.32,79.38,68,7.45,84,1586396424,Northern Hemisphere
546,Okhotsk,RU,59.38,143.3,35.44,87,17.31,0,1586396425,Northern Hemisphere
547,Roebourne,AU,-20.78,117.13,87.82,44,3.29,57,1586396426,Southern Hemisphere
548,Vizinga,RU,61.07,50.1,30.18,98,7.49,71,1586396428,Northern Hemisphere
549,Rawson,AR,-43.3,-65.1,64.02,46,25.93,0,1586396429,Southern Hemisphere
550,Saint-François,FR,46.42,3.91,50.0,80,3.36,0,1586396430,Northern Hemisphere
551,Verkhnyaya Inta,RU,65.98,60.31,21.49,96,20.58,98,1586396431,Northern Hemisphere
552,Gazojak,TM,41.19,61.4,39.52,64,2.01,0,1586396432,Northern Hemisphere
553,Kudahuvadhoo,MV,2.67,72.89,84.27,64,5.19,24,1586396434,Northern Hemisphere
554,St. Marys,US,30.73,-81.55,84.2,88,8.05,40,1586396436,Northern Hemisphere
